city,pm25,pm10,population,color_pm10,color_pm25,population_count,data_value
Honolulu,3.1,6.46439571179334,847986,green,green,3353,12.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3353,12.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3355,5.5
New York,6.625,13.8150392227842,8174962,green,green,3355,10.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3356,9.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,3356,8.6
Tacoma,7.06666666666667,14.7360418376364,198397,green,green,3357,10.7
Cedar Rapids,7.8,16.2652537264478,257940,green,green,3357,6.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3357,12.1
Lynn,5,10.4264446964409,90329,green,green,3358,10.3
Concord,5.9,12.3032047418002,650099,green,green,3358,8
Dallas,8.2,17.099369302163,1317929,green,green,3358,5.3
Brockton,5.6,11.6776180600138,93810,green,green,3358,10.3
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3358,7.2
Fort Wayne,8.36666666666667,17.4469174587111,326960,green,green,3358,12
Fort Collins,6.8,14.1799647871596,144344,green,green,3358,5.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3359,19.2
New York,6.625,13.8150392227842,8174962,green,green,3359,4.6
Lynn,5,10.4264446964409,90329,green,green,3359,11
New York,6.625,13.8150392227842,8174962,green,green,3360,10.3
Springfield,7.1,14.805551468946,646013,green,green,3360,11.3
Honolulu,3.1,6.46439571179334,847986,green,green,3360,10.3
Charleston,7.3,15.2226092568037,227078,green,green,3361,7.4
Jacksonville,7.3,15.2226092568037,1171962,green,green,3362,12
New York,6.625,13.8150392227842,8174962,green,green,3363,10.8
New York,6.625,13.8150392227842,8174962,green,green,3363,10
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3363,10.7
Mesa,6.7,13.9714358932308,440134,green,green,3363,9.1
Concord,5.9,12.3032047418002,650099,green,green,3364,8.1
New York,6.625,13.8150392227842,8174962,green,green,3364,3.5
Washington,7.2,15.0140803628749,4955139,green,green,3364,3.7
New York,6.625,13.8150392227842,8174962,green,green,3365,11.5
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,3365,17.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3365,9.3
New York,6.625,13.8150392227842,8174962,green,green,3366,7.6
Omaha,7.3,15.2226092568037,780190,green,green,3366,15.6
Springfield,7.1,14.805551468946,646013,green,green,3366,11.7
New York,6.625,13.8150392227842,8174962,green,green,3367,13.1
San Jose,8.75,18.2462782187715,1729674,green,green,3367,8
Nashville,9.1,18.9761293475224,969587,green,green,3368,13
Denver,8.17222222222222,17.041444609405,693060,green,green,3368,6.7
Dallas,8.2,17.099369302163,1317929,green,green,3368,9.6
New York,6.625,13.8150392227842,8174962,green,green,3368,11.8
Kansas City,7.6,15.8481959385901,1604389,green,green,3368,9
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,3369,9.6
Glendale,6.7,13.9714358932308,226441,green,green,3369,10.4
Dallas,8.2,17.099369302163,1317929,green,green,3370,10.2
Philadelphia,9.46,19.7268333656661,5585211,green,green,3370,14.3
Des Moines,7.15,14.9098159159105,496779,green,green,3370,7
Henderson,7.4,15.4311381507325,257295,green,green,3370,15.3
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,3371,8.7
Las Vegas,9.1,18.9761293475224,2270187,green,green,3371,10
New York,6.625,13.8150392227842,8174962,green,green,3371,14.1
Phoenix,8.68,18.1003079930214,1447624,green,green,3371,12.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3372,13.9
Vallejo,7.95,16.578047067341,115940,green,green,3372,10
Durham,8.65,18.0377493248427,382537,green,green,3372,9.5
El Paso,9.6,20.0187738171665,876991,yellow,green,3372,19.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3372,10.3
Washington,7.2,15.0140803628749,4955139,green,green,3373,14.4
Louisville,8.15,16.9951048551986,1031932,green,green,3373,21.5
El Paso,9.6,20.0187738171665,876991,yellow,green,3373,14.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3373,13
Baltimore,8.4,17.5164270900207,2266981,green,green,3373,12.4
Minneapolis,7.35,15.3268737037681,382603,green,green,3374,6.8
Louisville,8.15,16.9951048551986,1031932,green,green,3375,9.1
Springfield,7.1,14.805551468946,646013,green,green,3375,8.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3375,8.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3375,6.6
Scranton,8.2,17.099369302163,378605,green,green,3376,9.3
San Francisco,7.5,15.6396670446613,870887,green,green,3376,4
Washington,7.2,15.0140803628749,4955139,green,green,3376,3
Detroit,8.4,17.5164270900207,3639050,green,green,3377,14.5
Quincy,8.8,18.3505426657359,1728,green,green,3377,7.8
Honolulu,3.1,6.46439571179334,847986,green,green,3377,12.3
Dallas,8.2,17.099369302163,1317929,green,green,3377,12.6
Wilmington,8.9,18.5590715596648,254884,green,green,3378,11.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3378,7.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3378,12.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3379,7.1
Fayetteville,8.5,17.7249559839495,328726,green,green,3379,11.8
New York,6.625,13.8150392227842,8174962,green,green,3380,10.5
Mesa,6.7,13.9714358932308,440134,green,green,3380,11.5
New York,6.625,13.8150392227842,8174962,green,green,3380,13
New York,6.625,13.8150392227842,8174962,green,green,3381,15.8
Anchorage,5.65,11.7818825069782,380821,green,green,3381,6.1
Trenton,7.3,15.2226092568037,312928,green,green,3382,20.1
Phoenix,8.68,18.1003079930214,1447624,green,green,3383,5.9
Phoenix,8.68,18.1003079930214,1447624,green,green,3383,4.5
North Charleston,7.7,16.0567248325189,97635,green,green,3383,16.2
Nashville,9.1,18.9761293475224,969587,green,green,3383,8.6
Kansas City,7.6,15.8481959385901,1604389,green,green,3383,7
Albuquerque,5,10.4264446964409,826787,green,green,3383,9.6
San Francisco,7.5,15.6396670446613,870887,green,green,3384,7.1
Kansas City,7.6,15.8481959385901,1604389,green,green,3384,10.5
New York,6.625,13.8150392227842,8174962,green,green,3384,10.8
Las Vegas,9.1,18.9761293475224,2270187,green,green,3385,10
New York,6.625,13.8150392227842,8174962,green,green,3385,14.1
Seattle,5.975,12.4596014122468,3248724,green,green,3385,7.9
Newark,8.5,17.7249559839495,277149,green,green,3385,11.7
North Las Vegas,10.2,21.2699471807394,216686,yellow,yellow,3385,10.6
New York,6.625,13.8150392227842,8174962,green,green,3386,10.6
New York,6.625,13.8150392227842,8174962,green,green,3386,10
New York,6.625,13.8150392227842,8174962,green,green,3386,12.7
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3386,18.9
Omaha,7.3,15.2226092568037,780190,green,green,3386,9.1
Miami,7.85,16.3695181734122,5817221,green,green,3387,18.2
New York,6.625,13.8150392227842,8174962,green,green,3388,12.9
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,3388,15.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3389,7.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3389,9.1
Phoenix,8.68,18.1003079930214,1447624,green,green,3389,15.3
New York,6.625,13.8150392227842,8174962,green,green,3389,13.7
Denver,8.17222222222222,17.041444609405,693060,green,green,3389,7
Rapid City,6.2,12.9287914235867,134598,green,green,3389,11.3
Mesa,6.7,13.9714358932308,440134,green,green,3390,9.2
Louisville,8.15,16.9951048551986,1031932,green,green,3390,12.6
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,3390,18.6
Jacksonville,7.3,15.2226092568037,1171962,green,green,3390,11
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3391,8.4
New York,6.625,13.8150392227842,8174962,green,green,3393,10.2
Minneapolis,7.35,15.3268737037681,382603,green,green,3394,3.2
New York,6.625,13.8150392227842,8174962,green,green,3394,10.3
New York,6.625,13.8150392227842,8174962,green,green,3395,8.3
Jacksonville,7.3,15.2226092568037,1171962,green,green,3395,23.3
Bridgeport,8.6,17.9334848778783,144236,green,green,3395,14.2
Thousand Oaks,9.6,20.0187738171665,126522,yellow,green,3395,9.4
New York,6.625,13.8150392227842,8174962,green,green,3396,14.8
Las Vegas,9.1,18.9761293475224,2270187,green,green,3397,11.6
New York,6.625,13.8150392227842,8174962,green,green,3397,11.4
Washington,7.2,15.0140803628749,4955139,green,green,3398,6.1
Philadelphia,9.46,19.7268333656661,5585211,green,green,3399,12.9
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,3399,8.4
Burlington,5.4,11.2605602721561,151131,green,green,3399,5.9
Omaha,7.3,15.2226092568037,780190,green,green,3400,11.6
Honolulu,3.1,6.46439571179334,847986,green,green,3400,10.1
Phoenix,8.68,18.1003079930214,1447624,green,green,3400,15.5
Boston,6.7,13.9714358932308,4249036,green,green,3400,6.5
New York,6.625,13.8150392227842,8174962,green,green,3400,13
St. Louis,8.8375,18.4287410009592,2183942,green,green,3401,5.9
Baltimore,8.4,17.5164270900207,2266981,green,green,3402,17.4
New York,6.625,13.8150392227842,8174962,green,green,3402,9.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3403,13.4
Honolulu,3.1,6.46439571179334,847986,green,green,3403,1.6
St. Louis,8.8375,18.4287410009592,2183942,green,green,3403,18.7
Mesa,6.7,13.9714358932308,440134,green,green,3404,15.2
Worcester,5.9,12.3032047418002,517572,green,green,3404,8.3
San Francisco,7.5,15.6396670446613,870887,green,green,3404,7.8
Phoenix,8.68,18.1003079930214,1447624,green,green,3405,7.2
New York,6.625,13.8150392227842,8174962,green,green,3406,10.6
Seattle,5.975,12.4596014122468,3248724,green,green,3406,5.9
Las Vegas,9.1,18.9761293475224,2270187,green,green,3406,8.6
Dallas,8.2,17.099369302163,1317929,green,green,3407,22
New York,6.625,13.8150392227842,8174962,green,green,3407,9.8
Thousand Oaks,9.6,20.0187738171665,126522,yellow,green,3407,7.7
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3407,22.2
Springfield,7.1,14.805551468946,646013,green,green,3407,12.1
Dallas,8.2,17.099369302163,1317929,green,green,3408,11.1
New York,6.625,13.8150392227842,8174962,green,green,3408,3.9
Dallas,8.2,17.099369302163,1317929,green,green,3409,5.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3410,8.9
Washington,7.2,15.0140803628749,4955139,green,green,3410,6.9
Richmond,8.5,17.7249559839495,1029581,green,green,3410,12.4
Newark,8.5,17.7249559839495,277149,green,green,3411,19.2
Nashville,9.1,18.9761293475224,969587,green,green,3411,5.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3411,12.7
Springfield,7.1,14.805551468946,646013,green,green,3412,12.2
Fresno,13.05,27.2130206577107,711610,yellow,yellow,3412,9.1
Baltimore,8.4,17.5164270900207,2266981,green,green,3412,18.3
Tempe,7.35,15.3268737037681,161780,green,green,3412,8.5
Albany,8.65,18.0377493248427,613043,green,green,3412,10.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3412,12.5
New York,6.625,13.8150392227842,8174962,green,green,3412,8.8
Jacksonville,7.3,15.2226092568037,1171962,green,green,3412,13.4
Miami,7.85,16.3695181734122,5817221,green,green,3412,20.9
Kansas City,7.6,15.8481959385901,1604389,green,green,3413,15.2
New York,6.625,13.8150392227842,8174962,green,green,3413,16.4
Knoxville,10.25,21.3742116277038,646670,yellow,yellow,3413,9.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3413,8.7
Hartford,7.25,15.1183448098393,962996,green,green,3413,13.9
Minneapolis,7.35,15.3268737037681,382603,green,green,3414,4.9
Anaheim,9.4,19.6017160293089,351043,green,green,3414,9.7
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3414,13.4
Jacksonville,7.3,15.2226092568037,1171962,green,green,3414,9.4
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3414,11.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3414,8.9
Albuquerque,5,10.4264446964409,826787,green,green,3415,7.1
New York,6.625,13.8150392227842,8174962,green,green,3415,13.8
New York,6.625,13.8150392227842,8174962,green,green,3415,10.5
Henderson,7.4,15.4311381507325,257295,green,green,3415,8.7
Rochester,6.1,12.7202625296579,732692,green,green,3415,9.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,3415,10.5
New York,6.625,13.8150392227842,8174962,green,green,3416,12.7
Concord,5.9,12.3032047418002,650099,green,green,3417,9.1
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3417,14.2
Nashville,9.1,18.9761293475224,969587,green,green,3417,7.7
Bloomington,6.7,13.9714358932308,159549,green,green,3418,9.1
Las Vegas,9.1,18.9761293475224,2270187,green,green,3418,10.8
Livermore,7.5,15.6396670446613,89115,green,green,3419,5.9
Stockton,12.65,26.3789050819954,403353,yellow,yellow,3419,11.5
New York,6.625,13.8150392227842,8174962,green,green,3419,20.4
Knoxville,10.25,21.3742116277038,646670,yellow,yellow,3419,11.7
New York,6.625,13.8150392227842,8174962,green,green,3420,11.9
St. Louis,8.8375,18.4287410009592,2183942,green,green,3421,8.1
New York,6.625,13.8150392227842,8174962,green,green,3421,6
Miami,7.85,16.3695181734122,5817221,green,green,3421,17.7
New York,6.625,13.8150392227842,8174962,green,green,3422,15.9
New York,6.625,13.8150392227842,8174962,green,green,3422,12.4
Salt Lake City,8.71666666666667,18.1767685874619,1095726,green,green,3422,6.4
Duluth,5.1,10.6349735903697,279771,green,green,3422,6.5
Honolulu,3.1,6.46439571179334,847986,green,green,3422,12.8
Jacksonville,7.3,15.2226092568037,1171962,green,green,3422,17.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3423,9.2
Mesa,6.7,13.9714358932308,440134,green,green,3423,9.6
Richmond,8.5,17.7249559839495,1029581,green,green,3423,13.6
Jacksonville,7.3,15.2226092568037,1171962,green,green,3424,10.1
Dallas,8.2,17.099369302163,1317929,green,green,3424,15.5
Fresno,13.05,27.2130206577107,711610,yellow,yellow,3425,10.4
New York,6.625,13.8150392227842,8174962,green,green,3425,11.1
New York,6.625,13.8150392227842,8174962,green,green,3425,11.5
New York,6.625,13.8150392227842,8174962,green,green,3425,11
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3425,14.1
New York,6.625,13.8150392227842,8174962,green,green,3425,13.4
Detroit,8.4,17.5164270900207,3639050,green,green,3425,20.5
New York,6.625,13.8150392227842,8174962,green,green,3426,14.8
New York,6.625,13.8150392227842,8174962,green,green,3426,14.2
Durham,8.65,18.0377493248427,382537,green,green,3426,6
Phoenix,8.68,18.1003079930214,1447624,green,green,3426,10
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3426,12.6
South Bend,9,18.7676004535936,101045,green,green,3426,13.9
New York,6.625,13.8150392227842,8174962,green,green,3427,12.1
Lexington,8.5,17.7249559839495,18931,green,green,3427,6.9
New York,6.625,13.8150392227842,8174962,green,green,3427,8.9
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3428,9.6
Omaha,7.3,15.2226092568037,780190,green,green,3429,8.6
Thousand Oaks,9.6,20.0187738171665,126522,yellow,green,3429,8.4
El Paso,9.6,20.0187738171665,876991,yellow,green,3429,12.9
Baltimore,8.4,17.5164270900207,2266981,green,green,3429,9.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3429,9.3
New York,6.625,13.8150392227842,8174962,green,green,3430,13.3
Mesa,6.7,13.9714358932308,440134,green,green,3430,9.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3430,9
El Paso,9.6,20.0187738171665,876991,yellow,green,3431,13.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3432,11.8
Honolulu,3.1,6.46439571179334,847986,green,green,3432,10.1
New York,6.625,13.8150392227842,8174962,green,green,3433,10.6
New York,6.625,13.8150392227842,8174962,green,green,3433,10.4
Simi Valley,8.65,18.0377493248427,124239,green,green,3433,9.2
Cleveland,9.7,20.2273027110953,1772872,yellow,green,3434,17.1
New York,6.625,13.8150392227842,8174962,green,green,3434,7.9
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,3435,8.4
Baton Rouge,10.3333333333333,21.5479857059777,663232,yellow,yellow,3435,10.2
Omaha,7.3,15.2226092568037,780190,green,green,3435,9.1
Lawton,6.8,14.1799647871596,130291,green,green,3436,10
Minneapolis,7.35,15.3268737037681,382603,green,green,3436,5.9
Redwood City,8.3,17.3078981960919,76802,green,green,3436,9.1
New York,6.625,13.8150392227842,8174962,green,green,3437,12.9
New York,6.625,13.8150392227842,8174962,green,green,3438,13.2
Phoenix,8.68,18.1003079930214,1447624,green,green,3438,6.7
Portsmouth,5.55,11.5733536130494,79499,green,green,3438,18.7
Las Vegas,9.1,18.9761293475224,2270187,green,green,3438,14.3
Boston,6.7,13.9714358932308,4249036,green,green,3439,7.1
Newark,8.5,17.7249559839495,277149,green,green,3440,14.2
Honolulu,3.1,6.46439571179334,847986,green,green,3440,14.8
St. Paul,6.65,13.8671714462664,285063,green,green,3440,4.2
Jacksonville,7.3,15.2226092568037,1171962,green,green,3441,11.6
Long Beach,10.6333333333333,22.1735723877643,462236,yellow,yellow,3441,8.2
New York,6.625,13.8150392227842,8174962,green,green,3441,16.4
New York,6.625,13.8150392227842,8174962,green,green,3442,10
Nashville,9.1,18.9761293475224,969587,green,green,3442,13
Washington,7.2,15.0140803628749,4955139,green,green,3442,10.8
Miami,7.85,16.3695181734122,5817221,green,green,3442,6.5
Erie,7.7,16.0567248325189,280566,green,green,3442,8.5
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3442,13.9
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3442,10.2
Washington,7.2,15.0140803628749,4955139,green,green,3442,4.4
Phoenix,8.68,18.1003079930214,1447624,green,green,3443,8.4
Atlanta,10.8,22.5211205443123,5142140,yellow,yellow,3443,5.2
Las Vegas,9.1,18.9761293475224,2270187,green,green,3443,7.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3444,12.6
Des Moines,7.15,14.9098159159105,496779,green,green,3445,7.1
El Paso,9.6,20.0187738171665,876991,yellow,green,3445,14.3
Reno,6,12.5117336357291,446831,green,green,3445,8
Washington,7.2,15.0140803628749,4955139,green,green,3446,13.9
Washington,7.2,15.0140803628749,4955139,green,green,3447,15.2
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3447,11.3
Virginia Beach,6.7,13.9714358932308,1459945,green,green,3447,8.1
Lexington,8.5,17.7249559839495,18931,green,green,3448,8.2
Albany,8.65,18.0377493248427,613043,green,green,3448,3.9
Des Moines,7.15,14.9098159159105,496779,green,green,3448,12
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3448,5.6
Springfield,7.1,14.805551468946,646013,green,green,3448,10.9
Honolulu,3.1,6.46439571179334,847986,green,green,3448,8.4
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3449,10.6
San Jose,8.75,18.2462782187715,1729674,green,green,3449,15
Denver,8.17222222222222,17.041444609405,693060,green,green,3450,11.9
Oakland,7.83333333333333,16.3347633577574,420005,green,green,3450,14.3
New York,6.625,13.8150392227842,8174962,green,green,3450,8.9
San Francisco,7.5,15.6396670446613,870887,green,green,3451,4.7
Rapid City,6.2,12.9287914235867,134598,green,green,3451,9.4
New York,6.625,13.8150392227842,8174962,green,green,3451,15.3
Dallas,8.2,17.099369302163,1317929,green,green,3451,8.6
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3452,12.5
Boston,6.7,13.9714358932308,4249036,green,green,3452,14
Louisville,8.15,16.9951048551986,1031932,green,green,3452,13.8
Los Angeles,11.9,24.8149383775293,3792662,yellow,yellow,3453,11.8
